年 year
顆粒 particulate
效用 utility
瀝青 bitumen
瀝青 asphalt
清單 checklist
清單 list
夜總會 nightclubs
夜總會 nightclub
保養 upkeep
保養 maintenance
奶油 butter
奶油 creamy
奶油 cream
家庭教師 governess
審訊 interrogation
審訊 trial
騷動 unrest
騷動 commotion
萃取 extraction
萃取 extract
壓迫 repression
壓迫 oppression
跨度 span
填補 filling
填補 fill
木偶 puppets
木偶 puppet
每當 whenever
丁香 cloves
丁香 clove
政令 decrees
政令 edict
政令 decree
政令 ordinance
甄選 selection
困惑 confusion
困惑 confused
困惑 confusing
外人 outsiders
外人 outsider
聖地亞哥 santiago
營地 campsite
營地 camp
營地 camps
石橋 ishibashi
壓倒性 overwhelming
壓倒性 overriding
大綱 outline
大綱 outlines
中繼 relay
透鏡 lens
背包 backpack
背包 backpacks
樂天 lotte
素描 sketches
素描 sketch
素描 sketching
舅舅 uncle
大同市 datong
大興 daxing
石首魚 kingfish
堵塞 clogged
堵塞 plugging
融化 melting
融化 melted
融化 melt
嫉妒 jealous
嫉妒 jealousy
舉重 weightlifting
邂逅 encounter
赤字 deficit
赤字 deficits
共存 coexist
共存 coexistence
放大器 amp
放大器 amplifier
放大器 amplifiers
放大器 amps
離心 centrifuge
離心 centrifugal
現況 status
鬍子 moustache
鬍子 mustache
鬍子 beard
油脂 grease
麻美 asami
跨國 transnational
擠 squeeze
貝多芬 beethoven
強姦 rape
濁 voiced
棕櫚 palm
棕櫚 palms
流星雨 meteor
秘書處 secretariat
點心 snack
點心 snacks
梯度 gradient
梯度 gradients
批發 wholesale
勒索 blackmail
勒索 extortion
和睦 harmony
突顯 highlight
突顯 highlighting
突顯 highlights
浴室 bathroom
浴室 bathrooms
僱員 employee
僱員 employees
牛角 horns
牛角 horn
抹黑 smear
鎂 magnesium
附帶 collateral
附帶 incidental
行進 marching
獨奏 soloist
獨奏 solo
山陽 sanyo
敏捷 agile
敏捷 agility
自豪 pride
自豪 proud
天花板 ceiling
天花板 ceilings
致電 call
報仇 revenge
可變 variable
荒地 wasteland
丙酮 acetone
零售商 retailer
零售商 retailers
刑罰 penalty
刑罰 penalties
刑罰 punishment
漫遊 roaming
漫遊 roam
蜿蜒 winding
債券 bond
債券 bonds
山洞 cave
山洞 caves
中介 intermediaries
中介 brokering
中介 broker
中介 intermediary
≈ ≈
折射 refraction
課室 classroom
課室 classrooms
藝術品 art
藝術品 artwork
亞裔 asians
頭盔 helmet
頭盔 helmets
華夏 huaxia
飽和 saturation
飽和 saturated
異形 alien
異形 aliens
同學會 reunion
畫廊 galleries
畫廊 gallery
耕作 farming
耕作 tillage
英特爾 intel
籃 basket
籃 baskets
稅務 taxation
稅務 tax
稅務 taxes
哥倫布 columbus
西瓜 watermelons
西瓜 watermelon
婆羅洲 borneo
印章 stamp
印章 seal
丸子 balls
丸子 meatballs
永生 immortality
迷信 superstitious
迷信 superstition
負荷 load
負荷 loads
槍手 gunmen
槍手 gunman
槍手 shooters
嘴巴 mouth
威士忌 whiskey
威士忌 whisky
絨 nhung
靜態 static
傘兵 paratroopers
熱火 heat
土豆 potatoes
土豆 potato
塗鴉 doodle
塗鴉 graffiti
塗鴉 doodles
蜱 tick
收縮 contractions
收縮 shrink
收縮 contraction
重量級 heavyweight
美援 usaid
彈簧 spring
彈簧 springs
公示 publicity
自制 homemade
鎧甲 armor
丸山 maruyama
忠實 faithful
豬肉 pork
狹義 narrow
中風 stroke
馬尾 ponytail
崇高 noble
崇高 sublime
崇高 lofty
古生物 palaeontological
飛躍 leap
均勻 evenly
均勻 uniform
未遂 attempted
遺忘 forgetting
遺忘 oblivion
遺忘 forgotten
‽ ‽
謹慎 caution
歌舞伎 kabuki
酗酒 alcoholism
控制權 control
錘 hammer
篩選 filter
篩選 filtering
篩選 screening
篩選 filters
香草 vanilla
博覽 expo
劫掠 plundering
劫掠 pillage
劫掠 looting
重逢 reunion
噴泉 fountain
噴泉 fountains
裸露 nudity
絕地 jedi
變態 pervert
預估 prediction
預估 forecast
預估 estimate
預估 estimated
桿菌 bacillus
渾 hun
盲人 blind
羚羊 oryx
羚羊 antelope
自發 spontaneous
自發 spontaneously
田納西州 tennessee
綠化 greenery
綠化 greening
佗 tuo
泗水 surabaya
鉀 potassium
火藥 gunpowder
火藥 powder
盧布 rubles
盧布 ruble
遺失 lost
遺失 missing
爆裂 bursting
爆裂 burst
脊髓 cord
脊髓 spinal
心智 mental
鋪設 laying
羊毛 fleece
羊毛 wool
毒蛇 viper
泥土 soil
泥土 dirt
撕裂 torn
多哥 togo
價值觀 values
激動 excited
公然 blatant
公然 flagrant
早先 earlier
刺刀 bayonet
刺刀 bayonets
造假 forgery
造假 counterfeiting
畫像 portrait
畫像 portraits
輪迴 reincarnation
所有者 owner
所有者 owners
解碼 decode
解碼 decoding
園藝 horticulture
園藝 horticultural
園藝 gardening
園藝 garden
幻象 visions
幻象 mirage
閃耀 shine
閃耀 shining
流利 fluent
流利 fluently
流利 fluency
格子 lattice
格子 plaid
信使 messenger
信使 messengers
信使 courier
監測 monitored
監測 monitoring
監測 monitor
濱田 hamada
強勁 robust
創世 genesis
怨恨 resentment
巴格達 baghdad
解脫 deliverance
羽球 badminton
鴞 owl
征服者 conqueror
絲帶 ribbons
絲帶 ribbon
開朗 cheerful
戶籍 domicile
限期 deadline
名流 celebrity
引渡 extradition
盔甲 armor
盔甲 armour
太監 eunuchs
太監 eunuch
鈦 titanium
斷裂 fracture
斷裂 fractured
殘留 residue
簡訊 sms
安撫 appease
安撫 pacification
鶯歌 inge
著陸 landing
佛教徒 buddhists
佛教徒 buddhist
釘 nail
延後 postpone
猶他 utah
水管 pipes
脖子 neck
開車 drive
班長 squad
沙子 sand
秋海棠 begonia
比對 matching
比對 match
化妝品 makeup
化妝品 cosmetics
化妝品 cosmetic
精簡 streamlining
精簡 streamline
精簡 streamlined
形容詞 adjective
形容詞 adjectives
可逆 reversible
創傷 traumas
創傷 trauma
創傷 traumatic
產卵 spawning
所有權 ownership
含義 meaning
地毯 rug
地毯 carpet
鼻音 nasal
長門 nagato
一致性 unanimity
一致性 coherence
一致性 consistency
維生素 vitamins
維生素 vitamin
營救 rescue
冥王 hades
跳板 springboard
韃靼 tatarstan
韃靼 tartar
韃靼 tatar
加沙 gaza
勘察 surveying
再婚 remarried
再婚 remarriage
古蘭經 quran
古蘭經 koran
護衛艦 frigate
陡峭 steep
檢索 retrieve
檢索 retrieved
檢索 retrieval
美德 virtue
美德 virtues
斬首 beheading
斬首 beheaded
教訓 lesson
妊娠 pregnancy
妊娠 gestation
肥沃 fertile
孫女 granddaughter
憲章 charters
猶他州 utah
深化 deepening
深化 deepen
深化 deepens
男朋友 boyfriend
護送 escort
橘色 orange
撫養 upbringing
骨髓 marrow
拉票 canvassing
租戶 tenants
租戶 tenant
戈壁 gobi
暗戀 crush
下雨 raining
下雨 rain
眼科 ophthalmology
眼科 ophthalmic
撒哈拉 sahara
畸形 deformed
天明 tenmei
墳墓 tomb
墳墓 graves
墳墓 grave
校正 correction
校正 calibration
接吻 kissing
格陵蘭 greenland
抽取 extraction
萬代 bandai
江河 river
發酵 fermentation
石灰 lime
有效率 efficient
製圖 cartographic
製圖 cartography
製圖 mapping
空洞 hollow
手錶 watch
手錶 watches
花旗 citigroup
花旗 citibank
本能 instinct
冷凍 frozen
冷凍 freezing
冷凍 freeze
基石 keystone
基石 cornerstone
分居 separated
分居 separating
分居 separations
分居 separation
堅固 solid
賺取 earn
賺取 earned
致癌 carcinogen
致癌 carcinogenicity
致癌 carcinogenic
薪酬 remuneration
薪酬 emoluments
罪惡 sin
罪惡 sins
催眠 hypnosis
催眠 hypnotic
催眠 hypnotize
黑夜 nite
自動化 automated
自動化 automate
自動化 automation
大都市 metropolis
品味 taste
品味 tastes
洗手間 toilet
洗手間 bathroom
審計 audit
審計 audits
審計 auditing
更少 fewer
赫爾辛基 helsinki
爬升 climb
挫折 setbacks
挫折 setback
挫折 frustration
全息 holographic
全息 hologram
可比 comparable
漂浮 floating
漂浮 float
身後 behind
修飾 modifier
笑容 smile
技師 technician
年長 older
遊說 lobbying
遊說 lobbied
遊說 lobby
內在 inside
內在 intrinsic
內在 inner
槭 acer
侏儒 midget
侏儒 dwarf
通話 call
人行道 sidewalk
人行道 sidewalks
人行道 pavement
老公 hubby
炒作 hype
炒作 hyped
同班同學 classmates
搶劫 robbery
遊記 travels
咽 pharyngeal
飢餓 starvation
飢餓 hungry
飢餓 hunger
人魚 mermaids
人魚 mermaid
水文 hydrology
水文 hydrologic
水文 hydrological
批次 batches
批次 batch
錯過 missed
極地 polar
極地 poles
舒服 comfy
舒服 comfortable
殺戮 slay
殺戮 killing
體現 embodiment
體現 embodying
靜止 stationary
停戰 truce
停戰 armistice
不可或缺 indispensable
負載 load
負載 loads
門戶 portals
門戶 portal
門戶 gateway
集群 clustering
集群 cluster
集群 clustered
集群 clusters
道場 dojo
兌換 redeem
兌換 exchange
兌換 convertibility
無論如何 anyway
裝載 load
裝載 loading
阿爾卑斯山 alps
假的 fake
視力 eyesight
視力 sight
十字路口 crossroad
十字路口 intersection
十字路口 crossroads
婁 lou
西班牙文 spanish
清醒 sober
神童 prodigy
浸信會 baptist
空運 airlift
煙草 tobacco
獎盃 trophy
獎盃 trophies
准將 commodore
酵母 yeast
農夫 farmers
農夫 farmer
泰晤士河 thames
誇張 exaggerated
誇張 exaggeration
疑犯 suspects
疑犯 suspect
稠密 dense
傷口 wound
傷口 wounds
門徒 disciple
門徒 disciples
冬至 solstice
槳 paddle
轉運 trans
轉運 transhipment
掠奪 plundering
掠奪 pillage
掠奪 looting
掠奪 pillaging
掠奪 plunder
馬克思主義 marxism
馬克思主義 marxist
異端 heresy
異端 heretics
異端 heretic
相識 acquaintances
相識 acquaintance
牧野 makino
展覽會 exhibitions
展覽會 exhibition
濾波器 filter
前沿 frontier
對流 convection
精子 sperm
精子 semen
青銅 bronze
賓州 pennsylvania
誹謗 defamation
誹謗 slander
誹謗 libel
過時 outdated
過時 obsolete
蒲公英 dandelion
大雅 daya
負傷 wounded
馬術 equestrian
烏鴉 crows
烏鴉 crow
烏鴉 raven
交錯 alternating
交錯 stagger
交錯 staggered
牆壁 wall
牆壁 walls
≥ ≥
淨化 purge
淨化 decontamination
淨化 purify
淨化 cleanse
淨化 purification
香味 fragrance
香味 aroma
今後 future
無盡 infinite
無盡 endless
洛基 rocky
點燃 lit
白血病 leukemia
白血病 leukaemia
器械 apparatus
仙境 wonderland
仙境 fairyland
雞蛋 eggs
雞蛋 egg
激勵 inspire
激勵 incentive
激勵 inspiration
等效 equivalents
等效 equivalent
等效 equivalence
處女 virgin
孟買 bombay
孟買 mumbai
大米 rice
代詞 pronoun
挑釁 provocations
挑釁 provocative
挑釁 provocation
翻修 refurbishment
翻修 renovations
翻修 renovation
翻修 renovated
舊的 old
動亂 unrest
動亂 turmoil
抓到 caught
一切都 everything
侵略者 aggressor
侵略者 aggressors
中級 intermediate
期貨 futures
鹹 salty
獾 badger
圍牆 wall
圍牆 fence
調解 mediation
調解 conciliation
資歷 seniority
資歷 qualifications
鋼琴家 pianist
預購 preorder
泡泡 bubbles
泡泡 bubble
擔憂 worries
擔憂 worried
通緝 wanted
園林 garden
學童 schoolchildren
眼鏡蛇 cobra
降解 degraded
降解 degradable
降解 degrade
降解 degradation
潮濕 moist
潮濕 damp
潮濕 moisture
老鷹 eagles
老鷹 hawks
老鷹 eagle
被動 passive
被動 reactive
腳踏車 bike
腳踏車 bicycle
桐生 kiryu
鞋子 shoes
鞋子 shoe
視角 perspective
視角 perspectives
憎恨 hate
軍刀 sabres
林業 forestry
露營 camp
露營 camping
罰金 fines
手腕 wrist
封存 sealed
女高音 soprano
鈔票 banknote
陌生 stranger
抗拒 resist
素食 vegetarian
素食 vegan
包容 inclusive
包容 inclusiveness
包容 inclusion
堅定 firmness
清算 liquidation
海藻 kelp
海藻 seaweed
海藻 algae
褲 trousers
褲 pants
液化 liquefied
胡蜂 wasp
胡蜂 hornet
望月 mochizuki
考古學 archeology
考古學 archaeological
考古學 archaeology
火化 cremation
火化 cremated
響尾蛇 rattlesnake
嵌入式 embedding
嵌入式 embedded
宴會 party
宴會 feast
宴會 banquet
打電話 call
海鮮 seafood
飄 floating
飄 drifting
彩票 lottery
雙眼 eyes
車輪 wheel
車輪 wheels
悲痛 grief
頭腦 mind
頭腦 brains
嚴肅 serious
石膏 cast
石膏 plaster
石膏 casts
偏離 deviation
偏離 deviations
笑話 joke
笑話 jokes
花冠 corolla
吸煙 smoking
吸煙 smoke
控訴 complaints
仁慈 mercy
仁慈 merciful
拓寬 widen
拓寬 widening
愚蠢 stupid
科長 chief
無情 ruthless
無情 heartless
標準化 standardized
標準化 standardization
標準化 standardizing
緊湊 compact
村子 village
抵消 offsetting
抵消 offsets
束縛 bondage
字串 string
海浪 waves
趨向 trend
概要 outline
概要 synopsis
性愛 sex
拘禁 detention
哈爾濱 harbin
不朽 immortality
不朽 immortal
鼠疫 plague
餅乾 biscuit
餅乾 cookie
餅乾 cookies
音標 phonetic
學費 tuition
焊 welding
劑量 doses
劑量 dosage
劑量 dose
觸控 touch
壽司 sushi
田地 fields
動搖 shaken
骷髏 skeleton
骷髏 skull
船尾 aft
船尾 stern
寶藏 treasures
寶藏 treasure
鷸 snipe
加西亞 garcia
加西亞 garcía
單軌 monorail
麥加 mecca
不公 injustice
不公 unfair
開賽 kasai
蜻蜓 dragonfly
里拉 lira
羞辱 humiliation
散步 walking
散步 walk
木板 plank
木板 planks
稅收 taxation
稅收 tax
稅收 taxes
稅收 revenue
肩膀 shoulder
肩膀 shoulders
電容 capacitance
電容 capacitor
電容 capacitors
搬家 moving
謠言 rumors
謠言 rumours
謠言 rumor
橄欖 olive
橄欖 olives
紫外 uv
紫外 ultraviolet
價錢 price
學徒 apprenticeship
學徒 apprentices
學徒 apprenticeships
學徒 apprentice
毛皮 fur
鄰國 neighbours
感冒 flu
借款 loans
借款 loan
借款 borrowing
借款 borrowings
位數 digits
養父 yabu
僵局 stalemate
僵局 deadlock
僵局 impasse
股本 equity
腹地 hinterland
失業率 unemployment
軍火 arms
沒落 downfall
備用 standby
備用 backup
核桃 walnuts
核桃 walnut
龍捲風 tornado
線條 lines
無形 invisible
水力發電 hydropower
尊稱 honorific
短劇 skit
珍寶 jumbo
珍寶 precious
珍寶 treasure
椰子 coconut
椰子 coconuts
滲透 penetration
滲透 osmosis
滲透 infiltration
寶山 baoshan
蜈蚣 centipede
鶇 thrush
復活節 easter
床上 bed
勸說 persuade
勸說 persuasion
胸罩 bras
胸罩 bra
胸罩 brassiere
賄賂 bribery
賄賂 bribes
賄賂 bribe
教員 instructors
教員 instructor
償還 reimbursement
償還 repayments
償還 repayment
座談會 symposium
座談會 colloquium
肝臟 liver
醜 ugly
槌 hammer
和泉 izumi
吞併 annexation
微妙 subtle
受害 victimization
腰帶 belt
焚燒 incineration
咖啡廳 cafe
咖啡廳 café
忍冬 honeysuckle
大赦 amnesty
張貼 post
張貼 posting
張貼 posted
盜版 piracy
盜版 pirating
傳球 pass
受洗 baptism
受洗 baptized
洗劫 ransacking
套裝 suit
足跡 footprint
足跡 footprints
尿液 urine
農地 farmland
洗衣 laundry
蔚山 ulsan
半數 half
安培 amber
據稱 alleged
據稱 allegedly
花粉 pollen
芒果 mangoes
芒果 mango
紅豆 cherie
反面 tails
假裝 pretend
假裝 pretending
救護車 ambulance
榨 squeezed
學術界 academia
動脈 artery
動脈 arteries
好玩 fun
頻譜 spectrum
尊嚴 dignity
洩漏 leak
洩漏 leaks
洩漏 leakage
洩漏 spill
浮動 floating
浮動 float
拼寫 spelling
拼寫 spell
驚奇 surprise
驚奇 surprised
歐亞 eurasian
行軍 marching
海馬 seahorse
毀壞 destruction
轉世 reincarnation
轉世 reincarnated
牧民 pastoralist
牧民 pastoralists
惠美 emi
墊 pads
墊 pad
墊 cushion
佔用 occupy
佔用 occupancy
毫升 ml
開端 beginnings
黃帝 huangdi
胎兒 foetus
胎兒 fetus
外匯 forex
灑 spill
演算 calculus
危急 critical
蕭條 depression
單數 odd
單數 singular
大宗 bulk
無辜 innocent
生還者 survivors
生還者 survivor
共鳴 vibes
共鳴 empathy
圓頂 dome
終端 terminal
終端 terminals
軍備 armament
軍備 armaments
聲譽 reputation
汽水 soda
被告人 defendant
相思 acacia
檢舉 report
視線 sight
木乃伊 mummy
木乃伊 mummies
甘油 glycerine
訪客 visitors
訪客 visitor
外流 outflow
傳真 fax
傳真 faxes
情人節 valentine
彈道 ballistic
彈道 ballistics
私營 private
阿拉伯文 arabic
推遲 postponement
推遲 delay
推遲 postpone
推遲 postponed
湧入 influx
浪子 zorro
突擊隊 commando
並行 concurrent
並行 parallel
並行 parallelism
驕傲 pride
驕傲 proud
盜賊 thieves
∩ ∩
光圈 aperture
環流 circulation
暈 faint
暈 dizzy
暈 halo
薄荷 mint
薄荷 peppermint
肺部 lungs
扶桑 fuso
熱線 hotlines
熱線 hotline
弦樂 strings
弦樂 string
樂手 musicians
難得 rare
閉幕 closing
折衷 compromise
蒸發 vaporize
蒸發 evaporation
未婚妻 fiancee
未婚妻 fiancée
餐館 restaurants
餐館 restaurant
驚喜 surprise
聲望 renown
聲望 prestigious
聲望 prestige
聲望 reputation
完整性 completeness
完整性 integrity
不尋常 unusual
墮落 degenerate
有意義 meaningful
定量 quantitative
定量 quantification
強壯 strong
焦耳 joules
創世紀 genesis
偏見 bias
偏見 prejudice
偏見 prejudices
消毒 disinfectant
消毒 disinfection
騎馬 riding
騎馬 ride
慣性 inertial
慣性 habitual
慣性 inertia
緩和 détente
緩和 palliative
英明 wise
芭蕾 ballet
裸體 naked
裸體 nudity
裸體 nude
介質 medium
捨棄 discard
禮貌 courtesy
禮貌 manners
仙子 fairy
大腿 thighs
大腿 thigh
視聽 audiovisual
最年長 oldest
齒輪 gearing
齒輪 gear
齒輪 gears
大汗 khan
平靜 calm
歡喜 rejoice
二胡 erhu
命題 proposition
命題 thesis
命題 propositions
高尚 noble
高尚 nobility
乾旱 drought
乾旱 droughts
不等式 inequality
窗戶 window
