から	from
卵巣	ovaries
卵巣	ovarian
スコアボード	scoreboard
対位法	counterpoint
フロスト	frost
エクストラ	extras
エクストラ	extra
ファイティング	fighting
デール	dale
バーゲン	bargain
バーゲン	bargains
シュメール	sumer
モンペリエ	montpellier
伊福部	ifukube
聞き手	listener
塩崎	shiozaki
カルテル	cartels
カルテル	cartel
イスタンブール	istanbul
ダリル	daryl
スンナ	sunnah
オブザーバー	observers
オブザーバー	observer
ヒツジ	sheep
ペンダント	pendant
カウフマン	kaufman
カウフマン	kauffman
アヴィニョン	avignon
ポリゴン	polygons
索道	cableway
マールバラ	marlborough
ハフ	hough
ハフ	huff
ハンザ	hansa
パドル	paddles
パドル	paddle
アンジェロ	angelo
あご	jaw
あご	chin
ザビエル	xavier
なんとなく	somehow
貴久	takahisa
ソバ	buckwheat
投機	speculation
チュニス	tunis
井沢	izawa
シャンパン	bubbly
シャンパン	champagne
ベルガー	berger
友和	tomokazu
カル	cal
カル	kal
イマジン	imagine
カーキ	khaki
ことわざ	proverb
タウンゼント	townsend
脱臼	dislocation
ダッチ	dutch
ベター	better
カントン	canton
コンサートマスター	concertmaster
千手	senju
フォーエバー	forever
佐古	sako
見本	specimen
猟犬	hound
猟犬	hounds
活気	vibrant
輝夫	teruo
ヴィッカース	vickers
トレーン	tlön
かっこ	brackets
ハサミ	scissors
バラッド	ballads
バラッド	ballad
リベット	rivet
シャネル	chanel
ヨハネスブルグ	johannesburg
インテリ	intelligentsia
ケシ	poppies
キングギドラ	ghidorah
ウクレレ	ukulele
陵墓	mausoleums
陵墓	mausoleum
バルコニー	balconies
バルコニー	balcony
ジェンキンス	jenkins
基数	cardinal
土蔵	storehouse
スティッチ	stitch
デイル	dale
カディス	cadiz
ブルペン	bullpen
ギルモア	gilmore
ザンジバル	zanzibar
ディスカウント	discount
ディスカウント	discounts
義行	yoshiyuki
アンブレラ	umbrella
ナマズ	catfish
新石器時代	neolithic
摩天楼	skyscraper
おなじみ	familiar
入り江	cove
入り江	inlet
シレジア	silesian
シレジア	silesia
とんぼ	dragonfly
トリップ	trip
ヘミングウェイ	hemingway
海山	seamount
矩形	rectangle
エクスカリバー	excalibur
取調べ	interrogation
取調べ	interrogations
取調べ	examination
協商	entente
子犬	puppies
子犬	puppy
ロメオ	romeo
スペード	spades
スペード	spade
ナイロビ	nairobi
華道	ikebana
華道	kado
教化	indoctrination
セールスマン	salesman
バーベキュー	barbecue
バーベキュー	bbq
バーベキュー	barbeque
霊廟	mausoleum
カドミウム	cadmium
公訴	indictment
公訴	prosecution
照会	inquiry
三十郎	sanjuro
慈恵	jie
ミュンスター	münster
トラベラー	traveler
トラベラー	traveller
レッテル	labelling
マラッカ	malacca
マラッカ	melaka
祝賀会	celebration
ヤフー	yahoo
ジュノー	juno
言明	assertions
足りる	sufficient
ハバロフスク	khabarovsk
スリーブ	sleeves
半球	hemisphere
サバイバー	survivor
過労	overwork
ジンクス	jinx
道後	dogo
回折	diffraction
富子	tomiko
指先	fingertips
銘文	inscription
ベイツ	bates
新屋	araya
カシミール	kashmir
軽食	refreshments
グアダラハラ	guadalajara
愚か	folly
愚か	silly
愚か	foolish
封じ込め	containment
家来	retainer
ハイジ	heidi
祭事	festival
祭事	festivals
祭事	rites
布団	futon
サソリ	scorpions
サソリ	scorpion
ウェルカム	wellcome
赦免	pardoned
ルファ	halfa
ヒ素	arsenic
アカデミア	accademia
ウォリック	warrick
プロテクター	protector
真鍮	brass
気化	vaporizes
膳所	zeze
プロビデンス	providence
赤崎	akasaki
胡桃	chestnuts
胡桃	hazelnut
バロー	barrow
スタディオ	stadio
ビデオテープ	videotape
ガバ	gabba
シンジケート	syndicate
逆行	retrograde
エカテリーナ	yekaterina
エカテリーナ	ekaterina
ハードカバー	hardcover
イリュージョン	illusion
ボーイフレンド	boyfriend
ナビゲーション	navigation
ナビゲーション	navigating
半音	semitone
チョップ	chop
チョップ	chops
フィラー	filler
退役軍人	veteran
退役軍人	veterans
スライム	slime
収用	condemnation
収用	expropriation
サージェント	sargent
レジナルド	reginald
休む	rest
タッカー	tucker
草刈	mowing
タイプライター	typewriter
ミルキー	milky
喜多川	kitagawa
ブルマ	bulma
エスカレート	escalating
エスカレート	escalated
小枝	twigs
純潔	chastity
ブロッコリー	broccoli
菅井	sugai
ラベンダー	lavender
ラビ	rabbi
佐治	saji
バリウム	barium
ペンタックス	pentax
イリーナ	irina
マングローブ	mangrove
バージェス	burgess
カレリア	karelia
スピカ	spica
マイソール	mysore
八百屋	greengrocer
ハウンド	hound
封筒	envelope
封筒	envelopes
テトリス	tetris
論語	analects
ランバート	lambert
ヴァイス	weiss
アーウィン	irwin
国安	guoan
ベージュ	beige
ブレザー	blazer
志度	shido
欠員	vacancy
緊縛	bondage
ヘイリー	haley
ヘイリー	hailey
ヘイリー	hayley
唐辛子	chillies
買物	shopping
散歩道	promenade
メンデス	mendes
メンデス	mendez
レスポンス	response
レスポンス	responses
スレイマン	suleiman
変色	discoloration
スイッチバック	switchback
ストーク	stoke
義晴	yoshiharu
ブハラ	bukhara
ペナン	penang
ディズレーリ	disraeli
ポイ	poi
ボルツァーノ	bolzano
フィリッポ	filippo
貴州省	guizhou
あゆむ	ayumu
誤用	misuse
誤用	abuse
スナイダー	snyder
クー	cu
クー	koo
エルナンデス	hernández
マーシー	mercy
マーシー	marcy
半透明	translucent
冷や	hiya
アンティーク	antique
アンティーク	antiques
ハッキング	hacking
ハッキング	hacked
三位一体	trinity
プロムナード	promenade
プロムナード	esplanade
保釈	bail
ケンシロウ	kenshiro
タブロイド	tabloid
曲がる	turn
恩人	benefactor
脊椎	spine
船頭	boatman
ニコチン	nicotine
台南市	tainan
ポートフォリオ	portfolio
モノクローム	monochrome
ごちそう	feast
ハイドロ	hydro
スティング	sting
単調	monotone
単調	monotonous
コンスタンティノス	konstantinos
ベクター	vector
風花	fuka
おもしろい	interesting
包帯	bandage
包帯	bandages
テラー	teller
ハレルヤ	hallelujah
コントラスト	contrast
主食	staple
盗む	steal
空域	airspace
ヴァルナ	varna
シエナ	sienna
シエナ	siena
昇華	sublimated
マーヴィン	marvin
アボット	abbott
はしご	ladder
リシュリュー	richelieu
カラット	carat
梯子	ladder
スポットライト	spotlight
通行人	passers
嗅覚	olfactory
小指	pinkie
エッセン	essen
三光	sanko
ウィスキー	whiskey
ウィスキー	whisky
ドロテア	dorothea
誤植	typo
同軸	coax
同軸	coaxial
モーゼル	mauser
メラー	möller
玄武岩	basalt
マルメ	malmö
シモーヌ	simone
ドストエフスキー	dostoyevsky
絨毯	carpets
絨毯	carpet
パジャマ	pyjamas
パジャマ	pajamas
パジャマ	pjs
パジャマ	pajama
往生	ojo
ラース	lars
パワーズ	powers
再燃	reignited
ヴィスコンティ	visconti
母乳	breast
シナゴーグ	synagogue
出稼ぎ	migrant
潰瘍	ulcers
潰瘍	ulcer
ガンビア	gambia
留美子	rumiko
ケイティ	katie
コチ	koç
まんじゅう	manju
払い戻し	refund
スミソニアン	smithsonian
乞食	beggars
乞食	begging
乞食	beggar
クロスビー	crosby
サンタンデール	santander
免責	exemptions
セス	seth
シベリウス	sibelius
歯茎	gums
歯茎	gum
ゲオルギオス	georgios
一生懸命	hard
坂野	banno
トラフィック	traffic
桐野	kirino
こぶし	fist
人道的	humanitarian
ラミー	lamy
マッキントッシュ	mackintosh
従順	obedient
マッキンリー	mckinley
アルプス山脈	alps
砂時計	hourglass
イチョウ	ginkgo
アカデミック	academic
カルビ	galbi
高気圧	anticyclone
瑕疵	defect
マッサ	massa
ヘンデル	handel
アーヘン	aachen
サチ	sachi
木炭	charcoal
ローデシア	rhodesian
ローデシア	rhodesia
土御門	tsuchimikado
暴風雨	rainstorm
インスタンス	instance
インスタンス	instances
骨盤	pelvis
担い手	bearers
ダドリー	dudley
スザンヌ	suzanne
マクミラン	mcmillan
フィガロ	figaro
フラメンコ	flamenco
ラザフォード	rutherford
デイトン	dayton
誤報	misinformation
口述	dictation
蔑称	disparaging
安彦	yasuhiko
五右衛門	goemon
美恵子	mieko
バズ	buzz
フェラーラ	ferrara
フリント	flint
フンボルト	humboldt
公証	notarized
マチルダ	mathilda
マチルダ	matilda
エティエンヌ	étienne
エティエンヌ	etienne
罪人	sinners
罪人	sinner
アデル	adel
アデル	adèle
アデル	adele
チャプター	chapter
チャプター	chapters
デニー	denny
仁和	ninna
クラック	crack
リュート	lute
寄附	endowment
残業	overtime
ロナウド	ronaldo
テルマ	thelma
悲鳴	shriek
パーキンス	perkins
ルツェルン	lucerne
トランザクション	transaction
トランザクション	transactions
アーリー	early
コルサコフ	korsakov
なぞなぞ	riddle
なぞなぞ	riddles
摩擦音	fricative
ゼータ	zeta
仮釈放	parole
ビンゴ	bingo
天津市	tianjin
デベロッパー	developer
イブラヒム	ibrahim
ゴーグル	goggles
配流	banishment
ブザー	buzzer
洗面所	lavatory
洗面所	restroom
パウリスタ	paulista
ひょうたん	calabash
リラックス	relaxing
リラックス	relax
サルバドール	salvador
メヌエット	minuet
直観	intuition
カレイド	kaleido
書庫	archive
はんだ	solder
ブリーフ	briefs
脱皮	molting
セクト	sect
セクト	sects
ハインケル	heinkel
クレムリン	kremlin
ホアキン	joaquin
ホアキン	joaquín
クルップ	krupp
スラバヤ	surabaya
三軒茶屋	sept
継手	coupling
マート	mart
ネクサス	nexus
ブレイディ	brady
疫学	epidemiology
ベガ	vega
ゴラン	goran
ルディ	rudy
ルディ	rudi
ガラパゴス	galapagos
石英	quartz
リコ	rico
引受	underwriting
メンドーサ	mendoza
メッシーナ	messina
雷雨	thunderstorm
雷雨	thunderstorms
ペソ	pesos
ペソ	peso
神託	oracle
神託	oracles
大業	labors
ペレイラ	pereira
ヴァネッサ	vanessa
ヒュンダイ	hyundai
エレクトラ	electra
和志	kazushi
コスワース	cosworth
整列	arrange
シュヴァリエ	chevalier
スナップ	snap
ヨーテボリ	gothenburg
ネイビー	navy
楽長	kapellmeister
偶像	idols
千鶴子	chizuko
漬物	pickles
漬物	pickle
誤訳	mistranslation
黄道	ecliptic
アスコット	ascot
唐突	abruptly
シンディ	cindy
ボーダフォン	vodafone
ガリバー	gulliver
ヴォルィーニ	volhynia
サロメ	salome
メラニー	melanie
フェミニスト	feminist
粘液	mucus
粘液	mucous
ブーゲンビル	bougainville
臼歯	molar
ランボルギーニ	lamborghini
カワイイ	kawaii
副腎	adrenal
マクマホン	mcmahon
ハリアー	harrier
手芸	handicraft
テネリフェ	tenerife
ベニート	benito
ワイルダー	wilder
余波	aftermath
アンマン	amman
おじいちゃん	grandpa
スリット	slit
清明	qingming
サドル	saddle
不一致	disagreement
ネイト	nate
チェーホフ	chekhov
ロマンチック	romantic
長石	feldspar
パウルス	paulus
サムナー	sumner
きのう	yesterday
キッカー	kicker
ヴィヴィアン	vivien
ヴィヴィアン	vivian
トゥデイ	today
伊庭	iba
モカ	mocha
安平	anping
宗麟	sorin
漢口	hankou
鼓舞	inspire
房子	fusako
シナプス	synapse
ナチズム	nazism
刻む	carve
類推	analogy
巻物	scrolls
巻物	scroll
ベッカム	beckham
ガーラ	gala
フューリー	fury
分娩	childbirth
分娩	labour
分娩	labor
食道	esophagus
ヴィットリオ	vittorio
メーデー	mayday
リディア	lydia
無礼	rude
風化	weathering
土産物	souvenir
ブリット	britt
ブリット	brit
ふわふわ	fluffy
ストークス	stokes
ウケ	uke
バーンスタイン	bernstein
ナゲッツ	nuggets
アニマックス	animax
袈裟	kesa
納屋	barn
重慶市	chongqing
南都	nanto
拘禁	confinement
拘禁	detention
シミュレーター	simulator
リンツ	linz
イーサン	ethan
概観	overview
水鳥	waterfowl
アーニー	ernie
カブレラ	cabrera
エヴァンズ	evans
ブッカー	booker
信吉	nobuyoshi
ピッチング	pitching
ワラキア	wallachia
さび	sabi
バニー	bunny
トト	toto
リファレンス	references
リファレンス	reference
スワップ	swap
バークリー	berkeley
芳郎	yoshiro
バイヤー	buyer
バイヤー	buyers
アレクシス	alexis
バカンス	vacation
バカンス	vacations
アンコウ	angler
地峡	isthmus
無関心	indifferent
無関心	indifference
壊死	necrosis
駆け落ち	eloped
ヘルニア	hernia
段ボール	cardboard
ブルッヘ	brugge
めっき	plating
爆死	pescadero
バラスト	ballast
ヴォルフスブルク	wolfsburg
未払い	unpaid
アセンブリ	assembly
スペア	spare
スペア	spares
エレクトロ	electro
ローズマリー	rosemary
アパルトヘイト	apartheid
アルテ	arte
壮一	soichi
ベレッタ	beretta
プロメテウス	prometheus
モーゼス	moses
暴君	tyrant
オーティス	otis
カースト	caste
ロブソン	robson
バラモン	brahmin
バラモン	brahman
屏東	pingtung
勝男	katsuo
縮合	condensation
狂人	madman
ジオラマ	diorama
ミケーレ	michele
フリーメイソン	freemasonry
三脚	tripod
ソール	saul
ハッサン	hassan
人差し指	forefinger
宮藤	kud
クリッパーズ	clippers
錠剤	tablets
錠剤	pills
錠剤	pill
コピーライター	copywriter
モルディブ	maldivian
モルディブ	maldives
カミュ	camus
包む	wrap
ブラム	bram
マローン	malone
天田	amada
雑用	chores
ハイルブロン	heilbronn
マラドーナ	maradona
マンゴー	mangoes
マンゴー	mango
ペルセウス	perseus
ブレイズ	blaze
ヘプバーン	hepburn
冬眠	hibernation
冬眠	hibernate
ネメシス	nemesis
尿素	urea
コンバータ	converters
コンバータ	converter
焼成	baking
薙刀	naginata
守衛	janitor
エレジー	elegy
形見	keepsake
ホーマー	homer
バウハウス	bauhaus
透析	dialysis
ポンチョ	poncho
ウィルミントン	wilmington
卓上	tabletop
失業者	unemployed
格付	rating
格付	grading
多度	tado
プロテクト	protect
リベロ	libero
ゴージャス	gorgeous
オセチア	ossetia
サイケデリック	psychedelic
ネム	albizia
クリシュナ	krishna
太極拳	taiji
チーフス	chiefs
アシモフ	asimov
ウルヴァリン	wolverine
金物	hardware
アルデヒド	aldehyde
リンデン	linden
マグネット	magnet
マンボ	mambo
イーストウッド	eastwood
ラゴス	lagos
視差	parallax
ジャンボリー	jamboree
マニュエル	manuel
象牙	ivory
アグスタ	agusta
大騒ぎ	fuss
寛大	generosity
バベル	babel
カリーナ	karina
カリーナ	carina
アレス	ares
カナン	canaan
ブローニュ	boulogne
ガーフィールド	garfield
ブランカ	blanca
若乃花	wakanohana
ハラスメント	harassment
和漢	wakan
タフト	taft
ダスティン	dustin
ブロディ	brody
ミュウ	mew
水彩画	watercolor
盲人	blind
鍛造	forging
乳酸	lactate
ストッパー	stopper
ピクミン	pikmin
グリフォン	gryphon
グリフォン	griffon
縦長	portrait
アブハジア	abkhazia
コーデック	codec
